-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.039430100000000000e+07,1.039430200000000000e+07,1.039430300000000000e+07,1.039430400000000000e+07,1.039430500000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,1.039430800000000000e+07,1.039430900000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.040149900000000000e+07,1.040150000000000000e+07,1.040150100000000000e+07,1.040150200000000000e+07,1.040150300000000000e+07,1.040150400000000000e+07,1.040150500000000000e+07,1.040150600000000000e+07,1.040150700000000000e+07,1.040150800000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.040869700000000000e+07,1.040869800000000000e+07,1.040869900000000000e+07,1.040870000000000000e+07,1.040870100000000000e+07,1.040870200000000000e+07,1.040870300000000000e+07,1.040870400000000000e+07,1.040870500000000000e+07,1.040870600000000000e+07,1.040870700000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.041589600000000000e+07,1.041589700000000000e+07,1.041589800000000000e+07,1.041589900000000000e+07,1.041590000000000000e+07,1.041590100000000000e+07,1.041590200000000000e+07,1.041590300000000000e+07,1.041590400000000000e+07,1.041590500000000000e+07,1.041590600000000000e+07,1.041590700000000000e+07,1.041590800000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.042309500000000000e+07,1.042309600000000000e+07,1.042309700000000000e+07,1.042309800000000000e+07,1.042309900000000000e+07,1.042310000000000000e+07,1.042310100000000000e+07,1.042310200000000000e+07,1.042310300000000000e+07,1.042310400000000000e+07,1.042310500000000000e+07,1.042310600000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.043029500000000000e+07,1.043029600000000000e+07,1.043029700000000000e+07,1.043029800000000000e+07,1.043029900000000000e+07,1.043030000000000000e+07,1.043030100000000000e+07,1.043030200000000000e+07,1.043030300000000000e+07,1.043030400000000000e+07,1.043030500000000000e+07,1.043030600000000000e+07,1.043030700000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.043749400000000000e+07,1.043749500000000000e+07,1.043749600000000000e+07,1.043749700000000000e+07,1.043749800000000000e+07,1.043749900000000000e+07,1.043750000000000000e+07,1.043750100000000000e+07,1.043750200000000000e+07,1.043750300000000000e+07,1.043750400000000000e+07,1.043750500000000000e+07,1.043750600000000000e+07,1.043750700000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.044469200000000000e+07,1.044469300000000000e+07,1.044469400000000000e+07,1.044469500000000000e+07,1.044469600000000000e+07,1.044469700000000000e+07,1.044469800000000000e+07,1.044469900000000000e+07,1.044470000000000000e+07,1.044470100000000000e+07,1.044470200000000000e+07,1.044470300000000000e+07,1.044470400000000000e+07,1.044470500000000000e+07,1.044470600000000000e+07,1.044470700000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.045189200000000000e+07,1.045189300000000000e+07,1.045189400000000000e+07,1.045189500000000000e+07,1.045189600000000000e+07,1.045189700000000000e+07,1.045189800000000000e+07,1.045189900000000000e+07,1.045190000000000000e+07,1.045190100000000000e+07,1.045190200000000000e+07,1.045190300000000000e+07,1.045190400000000000e+07,1.045190500000000000e+07,1.045190600000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.045909100000000000e+07,-2.147483648000000000e+09,1.045909300000000000e+07,1.045909400000000000e+07,1.045909500000000000e+07,1.045909600000000000e+07,1.045909700000000000e+07,1.045909800000000000e+07,1.045909900000000000e+07,1.045910000000000000e+07,1.045910100000000000e+07,1.045910200000000000e+07,1.045910300000000000e+07,1.045910400000000000e+07,1.045910500000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
