-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.011290400000000000e+07,1.011290500000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.012010200000000000e+07,1.012010300000000000e+07,1.012010400000000000e+07,1.012010500000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,1.012010800000000000e+07,-2.147483648000000000e+09,1.012011000000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,1.012011300000000000e+07,1.012011400000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.012730000000000000e+07,1.012730100000000000e+07,1.012730200000000000e+07,1.012730300000000000e+07,1.012730400000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,1.012730700000000000e+07,1.012730800000000000e+07,1.012730900000000000e+07,1.012731000000000000e+07,1.012731100000000000e+07,1.012731200000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.013449800000000000e+07,1.013449900000000000e+07,1.013450000000000000e+07,1.013450100000000000e+07,1.013450200000000000e+07,1.013450300000000000e+07,1.013450400000000000e+07,1.013450500000000000e+07,1.013450600000000000e+07,1.013450700000000000e+07,1.013450800000000000e+07,1.013450900000000000e+07,1.013451000000000000e+07,1.013451100000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.014169600000000000e+07,1.014169700000000000e+07,1.014169800000000000e+07,1.014169900000000000e+07,1.014170000000000000e+07,1.014170100000000000e+07,1.014170200000000000e+07,1.014170300000000000e+07,1.014170400000000000e+07,1.014170500000000000e+07,1.014170600000000000e+07,1.014170700000000000e+07,1.014170800000000000e+07,1.014170900000000000e+07,1.014171000000000000e+07,-2.147483648000000000e+09,1.014171200000000000e+07,1.014171300000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.014889500000000000e+07,1.014889600000000000e+07,1.014889700000000000e+07,1.014889800000000000e+07,1.014889900000000000e+07,1.014890000000000000e+07,1.014890100000000000e+07,1.014890200000000000e+07,1.014890300000000000e+07,1.014890400000000000e+07,1.014890500000000000e+07,1.014890600000000000e+07,1.014890700000000000e+07,1.014890800000000000e+07,1.014890900000000000e+07,1.014891000000000000e+07,1.014891100000000000e+07,1.014891200000000000e+07,-2.147483648000000000e+09,1.014891400000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.015609300000000000e+07,1.015609400000000000e+07,1.015609500000000000e+07,1.015609600000000000e+07,1.015609700000000000e+07,1.015609800000000000e+07,1.015609900000000000e+07,1.015610000000000000e+07,1.015610100000000000e+07,1.015610200000000000e+07,1.015610300000000000e+07,1.015610400000000000e+07,1.015610500000000000e+07,1.015610600000000000e+07,1.015610700000000000e+07,1.015610800000000000e+07,1.015610900000000000e+07,1.015611000000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,1.015611300000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.016329100000000000e+07,1.016329200000000000e+07,1.016329300000000000e+07,1.016329400000000000e+07,1.016329500000000000e+07,1.016329600000000000e+07,1.016329700000000000e+07,1.016329800000000000e+07,1.016329900000000000e+07,1.016330000000000000e+07,1.016330100000000000e+07,1.016330200000000000e+07,1.016330300000000000e+07,1.016330400000000000e+07,1.016330500000000000e+07,1.016330600000000000e+07,1.016330700000000000e+07,1.016330800000000000e+07,1.016330900000000000e+07,1.016331000000000000e+07,1.016331100000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.017048900000000000e+07,1.017049000000000000e+07,1.017049100000000000e+07,1.017049200000000000e+07,1.017049300000000000e+07,1.017049400000000000e+07,1.017049500000000000e+07,1.017049600000000000e+07,1.017049700000000000e+07,1.017049800000000000e+07,1.017049900000000000e+07,1.017050000000000000e+07,1.017050100000000000e+07,1.017050200000000000e+07,1.017050300000000000e+07,1.017050400000000000e+07,1.017050500000000000e+07,1.017050600000000000e+07,1.017050700000000000e+07,1.017050800000000000e+07,1.017050900000000000e+07,1.017051000000000000e+07,1.017051100000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.017048700000000000e+07,1.017048800000000000e+07,1.017048900000000000e+07,1.017049000000000000e+07,1.017049100000000000e+07,1.017049200000000000e+07,1.017049300000000000e+07,1.017049400000000000e+07,1.017049500000000000e+07,1.017049600000000000e+07,1.017049700000000000e+07,1.017049800000000000e+07,1.017049900000000000e+07,1.017050000000000000e+07,1.017050100000000000e+07,1.017050200000000000e+07,1.017050300000000000e+07,1.017050400000000000e+07,1.017050500000000000e+07,1.017050600000000000e+07,1.017050700000000000e+07,1.017050800000000000e+07,1.017050900000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
