-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.531807800000000000e+07,1.531807900000000000e+07,1.531808000000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.531809000000000000e+07,1.531809100000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.532527800000000000e+07,1.532527900000000000e+07,1.532528000000000000e+07,1.532528100000000000e+07,1.532528200000000000e+07,1.532528300000000000e+07,1.532528400000000000e+07,1.532528500000000000e+07,1.532528600000000000e+07,1.532528700000000000e+07,1.532528800000000000e+07,1.532528900000000000e+07,1.532529000000000000e+07,1.532529100000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.533247700000000000e+07,1.533247800000000000e+07,1.533247900000000000e+07,1.533248000000000000e+07,1.533248100000000000e+07,1.533248200000000000e+07,1.533248300000000000e+07,1.533248400000000000e+07,1.533248500000000000e+07,1.533248600000000000e+07,1.533248700000000000e+07,1.533248800000000000e+07,1.533248900000000000e+07,1.533249000000000000e+07,1.533249100000000000e+07,1.533249200000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.533247600000000000e+07,1.533247700000000000e+07,1.533247800000000000e+07,1.533247900000000000e+07,1.533248000000000000e+07,1.533248100000000000e+07,1.533248200000000000e+07,1.533248300000000000e+07,1.533248400000000000e+07,1.533248500000000000e+07,1.533248600000000000e+07,1.533248700000000000e+07,1.533248800000000000e+07,1.533248900000000000e+07,1.533249000000000000e+07,1.533249100000000000e+07,1.533249200000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.533967600000000000e+07,1.533967700000000000e+07,1.533967800000000000e+07,1.533967900000000000e+07,1.533968000000000000e+07,1.533968100000000000e+07,1.533968200000000000e+07,1.533968300000000000e+07,1.533968400000000000e+07,1.533968500000000000e+07,1.533968600000000000e+07,1.533968700000000000e+07,1.533968800000000000e+07,1.533968900000000000e+07,1.533969000000000000e+07,1.533969100000000000e+07,1.533969200000000000e+07,1.533969300000000000e+07,1.533969400000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.534687500000000000e+07,1.534687600000000000e+07,1.534687700000000000e+07,1.534687800000000000e+07,1.534687900000000000e+07,1.534688000000000000e+07,1.534688100000000000e+07,1.534688200000000000e+07,1.534688300000000000e+07,1.534688400000000000e+07,1.534688500000000000e+07,1.534688600000000000e+07,1.534688700000000000e+07,1.534688800000000000e+07,1.534688900000000000e+07,1.534689000000000000e+07,1.534689100000000000e+07,1.534689200000000000e+07,1.534689300000000000e+07,1.534689400000000000e+07,1.534689500000000000e+07
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.535407500000000000e+07,1.535407600000000000e+07,1.535407700000000000e+07,1.535407800000000000e+07,1.535407900000000000e+07,1.535408000000000000e+07,1.535408100000000000e+07,1.535408200000000000e+07,1.535408300000000000e+07,1.535408400000000000e+07,1.535408500000000000e+07,1.535408600000000000e+07,1.535408700000000000e+07,1.535408800000000000e+07,1.535408900000000000e+07,1.535409000000000000e+07,1.535409100000000000e+07,1.535409200000000000e+07,1.535409300000000000e+07,1.535409400000000000e+07,1.535409500000000000e+07
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.536127400000000000e+07,1.536127500000000000e+07,1.536127600000000000e+07,1.536127700000000000e+07,1.536127800000000000e+07,1.536127900000000000e+07,1.536128000000000000e+07,1.536128100000000000e+07,1.536128200000000000e+07,1.536128300000000000e+07,1.536128400000000000e+07,1.536128500000000000e+07,1.536128600000000000e+07,1.536128700000000000e+07,1.536128800000000000e+07,1.536128900000000000e+07,1.536129000000000000e+07,1.536129100000000000e+07,1.536129200000000000e+07,1.536129300000000000e+07,1.536129400000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.536847400000000000e+07,1.536847500000000000e+07,1.536847600000000000e+07,1.536847700000000000e+07,1.536847800000000000e+07,1.536847900000000000e+07,1.536848000000000000e+07,1.536848100000000000e+07,1.536848200000000000e+07,1.536848300000000000e+07,1.536848400000000000e+07,1.536848500000000000e+07,1.536848600000000000e+07,1.536848700000000000e+07,1.536848800000000000e+07,1.536848900000000000e+07,1.536849000000000000e+07,1.536849100000000000e+07,1.536849200000000000e+07,1.536849300000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.537567300000000000e+07,1.537567400000000000e+07,1.537567500000000000e+07,1.537567600000000000e+07,1.537567700000000000e+07,1.537567800000000000e+07,1.537567900000000000e+07,1.537568000000000000e+07,1.537568100000000000e+07,1.537568200000000000e+07,1.537568300000000000e+07,1.537568400000000000e+07,1.537568500000000000e+07,1.537568600000000000e+07,1.537568700000000000e+07,1.537568800000000000e+07,1.537568900000000000e+07,1.537569000000000000e+07,1.537569100000000000e+07,1.537569200000000000e+07,1.537569300000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09
