-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.204259400000000000e+07
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.204977100000000000e+07,1.204977200000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.204979300000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.205697000000000000e+07,1.205697100000000000e+07,1.205697200000000000e+07,1.205697300000000000e+07,1.205697400000000000e+07,1.205697500000000000e+07,1.205697600000000000e+07,1.205697700000000000e+07,1.205697800000000000e+07,1.205697900000000000e+07,1.205698000000000000e+07,1.205698100000000000e+07,1.205698200000000000e+07,1.205698300000000000e+07,1.205698400000000000e+07,1.205698500000000000e+07,1.205698600000000000e+07,1.205698700000000000e+07,1.205698800000000000e+07,1.205698900000000000e+07,1.205699000000000000e+07,1.205699100000000000e+07,1.205699200000000000e+07,1.205699300000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.206416900000000000e+07,1.206417000000000000e+07,1.206417100000000000e+07,1.206417200000000000e+07,1.206417300000000000e+07,1.206417400000000000e+07,1.206417500000000000e+07,1.206417600000000000e+07,1.206417700000000000e+07,1.206417800000000000e+07,1.206417900000000000e+07,1.206418000000000000e+07,1.206418100000000000e+07,1.206418200000000000e+07,1.206418300000000000e+07,1.206418400000000000e+07,1.206418500000000000e+07,1.206418600000000000e+07,1.206418700000000000e+07,1.206418800000000000e+07,1.206418900000000000e+07,1.206419000000000000e+07,1.206419100000000000e+07,1.206419200000000000e+07,1.206419300000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.207136900000000000e+07,1.207137000000000000e+07,1.207137100000000000e+07,1.207137200000000000e+07,1.207137300000000000e+07,1.207137400000000000e+07,1.207137500000000000e+07,1.207137600000000000e+07,1.207137700000000000e+07,1.207137800000000000e+07,1.207137900000000000e+07,1.207138000000000000e+07,1.207138100000000000e+07,1.207138200000000000e+07,1.207138300000000000e+07,1.207138400000000000e+07,1.207138500000000000e+07,1.207138600000000000e+07,1.207138700000000000e+07,1.207138800000000000e+07,1.207138900000000000e+07,1.207139000000000000e+07,1.207139100000000000e+07,1.207139200000000000e+07,1.207139300000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.207856800000000000e+07,1.207856900000000000e+07,1.207857000000000000e+07,1.207857100000000000e+07,1.207857200000000000e+07,1.207857300000000000e+07,1.207857400000000000e+07,1.207857500000000000e+07,1.207857600000000000e+07,1.207857700000000000e+07,1.207857800000000000e+07,1.207857900000000000e+07,1.207858000000000000e+07,1.207858100000000000e+07,1.207858200000000000e+07,1.207858300000000000e+07,1.207858400000000000e+07,1.207858500000000000e+07,1.207858600000000000e+07,1.207858700000000000e+07,1.207858800000000000e+07,1.207858900000000000e+07,1.207859000000000000e+07,1.207859100000000000e+07,1.207859200000000000e+07,1.207859300000000000e+07,1.207859400000000000e+07
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.208576700000000000e+07,1.208576800000000000e+07,1.208576900000000000e+07,1.208577000000000000e+07,1.208577100000000000e+07,1.208577200000000000e+07,1.208577300000000000e+07,1.208577400000000000e+07,1.208577500000000000e+07,1.208577600000000000e+07,1.208577700000000000e+07,1.208577800000000000e+07,1.208577900000000000e+07,1.208578000000000000e+07,1.208578100000000000e+07,1.208578200000000000e+07,1.208578300000000000e+07,1.208578400000000000e+07,1.208578500000000000e+07,1.208578600000000000e+07,1.208578700000000000e+07,1.208578800000000000e+07,1.208578900000000000e+07,1.208579000000000000e+07,1.208579100000000000e+07,1.208579200000000000e+07,1.208579300000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.209296600000000000e+07,1.209296700000000000e+07,1.209296800000000000e+07,1.209296900000000000e+07,1.209297000000000000e+07,1.209297100000000000e+07,1.209297200000000000e+07,1.209297300000000000e+07,1.209297400000000000e+07,1.209297500000000000e+07,1.209297600000000000e+07,1.209297700000000000e+07,1.209297800000000000e+07,1.209297900000000000e+07,1.209298000000000000e+07,1.209298100000000000e+07,1.209298200000000000e+07,1.209298300000000000e+07,1.209298400000000000e+07,1.209298500000000000e+07,1.209298600000000000e+07,1.209298700000000000e+07,1.209298800000000000e+07,1.209298900000000000e+07,1.209299000000000000e+07,1.209299100000000000e+07,1.209299200000000000e+07,1.209299300000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.210016500000000000e+07,1.210016600000000000e+07,1.210016700000000000e+07,1.210016800000000000e+07,1.210016900000000000e+07,1.210017000000000000e+07,1.210017100000000000e+07,1.210017200000000000e+07,1.210017300000000000e+07,1.210017400000000000e+07,1.210017500000000000e+07,1.210017600000000000e+07,1.210017700000000000e+07,1.210017800000000000e+07,1.210017900000000000e+07,1.210018000000000000e+07,1.210018100000000000e+07,1.210018200000000000e+07,1.210018300000000000e+07,1.210018400000000000e+07,1.210018500000000000e+07,1.210018600000000000e+07,1.210018700000000000e+07,1.210018800000000000e+07,1.210018900000000000e+07,1.210019000000000000e+07,1.210019100000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.210736400000000000e+07,1.210736500000000000e+07,1.210736600000000000e+07,1.210736700000000000e+07,1.210736800000000000e+07,1.210736900000000000e+07,1.210737000000000000e+07,1.210737100000000000e+07,1.210737200000000000e+07,1.210737300000000000e+07,1.210737400000000000e+07,1.210737500000000000e+07,1.210737600000000000e+07,1.210737700000000000e+07,1.210737800000000000e+07,1.210737900000000000e+07,1.210738000000000000e+07,1.210738100000000000e+07,1.210738200000000000e+07,1.210738300000000000e+07,1.210738400000000000e+07,1.210738500000000000e+07,1.210738600000000000e+07,1.210738700000000000e+07,1.210738800000000000e+07,1.210738900000000000e+07,1.210739000000000000e+07,1.210739100000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
