-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.083349000000000000e+07
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.084068800000000000e+07,1.084068900000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.084787700000000000e+07,1.084787800000000000e+07,1.084787900000000000e+07,1.084788000000000000e+07,1.084788100000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.084788700000000000e+07,1.084788800000000000e+07,1.084788900000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.085507400000000000e+07,1.085507500000000000e+07,1.085507600000000000e+07,1.085507700000000000e+07,1.085507800000000000e+07,1.085507900000000000e+07,1.085508000000000000e+07,1.085508100000000000e+07,1.085508200000000000e+07,-2.147483648000000000e+09,1.085508400000000000e+07,1.085508500000000000e+07,1.085508600000000000e+07,1.085508700000000000e+07,1.085508800000000000e+07,1.085508900000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.086227200000000000e+07,1.086227300000000000e+07,1.086227400000000000e+07,1.086227500000000000e+07,1.086227600000000000e+07,1.086227700000000000e+07,1.086227800000000000e+07,1.086227900000000000e+07,1.086228000000000000e+07,1.086228100000000000e+07,1.086228200000000000e+07,1.086228300000000000e+07,1.086228400000000000e+07,1.086228500000000000e+07,1.086228600000000000e+07,1.086228700000000000e+07,1.086228800000000000e+07,1.086228900000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.086947200000000000e+07,1.086947300000000000e+07,1.086947400000000000e+07,1.086947500000000000e+07,1.086947600000000000e+07,1.086947700000000000e+07,1.086947800000000000e+07,1.086947900000000000e+07,1.086948000000000000e+07,1.086948100000000000e+07,1.086948200000000000e+07,1.086948300000000000e+07,1.086948400000000000e+07,1.086948500000000000e+07,1.086948600000000000e+07,1.086948700000000000e+07,1.086948800000000000e+07,1.086948900000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.087667100000000000e+07,1.087667200000000000e+07,1.087667300000000000e+07,1.087667400000000000e+07,1.087667500000000000e+07,1.087667600000000000e+07,1.087667700000000000e+07,1.087667800000000000e+07,1.087667900000000000e+07,1.087668000000000000e+07,1.087668100000000000e+07,1.087668200000000000e+07,1.087668300000000000e+07,1.087668400000000000e+07,1.087668500000000000e+07,1.087668600000000000e+07,1.087668700000000000e+07,1.087668800000000000e+07,1.087668900000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.088387000000000000e+07,1.088387100000000000e+07,1.088387200000000000e+07,1.088387300000000000e+07,1.088387400000000000e+07,1.088387500000000000e+07,1.088387600000000000e+07,1.088387700000000000e+07,1.088387800000000000e+07,1.088387900000000000e+07,1.088388000000000000e+07,1.088388100000000000e+07,1.088388200000000000e+07,1.088388300000000000e+07,1.088388400000000000e+07,1.088388500000000000e+07,1.088388600000000000e+07,1.088388700000000000e+07,1.088388800000000000e+07,1.088388900000000000e+07,1.088389000000000000e+07
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.089106900000000000e+07,1.089107000000000000e+07,1.089107100000000000e+07,1.089107200000000000e+07,1.089107300000000000e+07,1.089107400000000000e+07,1.089107500000000000e+07,1.089107600000000000e+07,1.089107700000000000e+07,1.089107800000000000e+07,1.089107900000000000e+07,1.089108000000000000e+07,1.089108100000000000e+07,1.089108200000000000e+07,1.089108300000000000e+07,1.089108400000000000e+07,1.089108500000000000e+07,1.089108600000000000e+07,1.089108700000000000e+07,1.089108800000000000e+07,1.089108900000000000e+07,1.089109000000000000e+07
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.089826800000000000e+07,1.089826900000000000e+07,1.089827000000000000e+07,1.089827100000000000e+07,1.089827200000000000e+07,1.089827300000000000e+07,1.089827400000000000e+07,1.089827500000000000e+07,1.089827600000000000e+07,1.089827700000000000e+07,1.089827800000000000e+07,1.089827900000000000e+07,1.089828000000000000e+07,1.089828100000000000e+07,1.089828200000000000e+07,1.089828300000000000e+07,1.089828400000000000e+07,1.089828500000000000e+07,1.089828600000000000e+07,1.089828700000000000e+07,1.089828800000000000e+07,1.089828900000000000e+07,1.089829000000000000e+07
