-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,9.976097000000000000e+06,-2.147483648000000000e+09,9.976099000000000000e+06,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,9.983295000000000000e+06,9.983296000000000000e+06,9.983297000000000000e+06,9.983298000000000000e+06,9.983299000000000000e+06,9.983300000000000000e+06,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,9.990493000000000000e+06,9.990494000000000000e+06,9.990495000000000000e+06,9.990496000000000000e+06,9.990497000000000000e+06,9.990498000000000000e+06,9.990499000000000000e+06,9.990500000000000000e+06,9.990501000000000000e+06,9.990502000000000000e+06,9.990503000000000000e+06,-2.147483648000000000e+09,9.990505000000000000e+06,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,9.997692000000000000e+06,9.997693000000000000e+06,9.997694000000000000e+06,9.997695000000000000e+06,9.997696000000000000e+06,9.997697000000000000e+06,9.997698000000000000e+06,9.997699000000000000e+06,9.997700000000000000e+06,9.997701000000000000e+06,9.997702000000000000e+06,-2.147483648000000000e+09,9.997704000000000000e+06,9.997705000000000000e+06,9.997706000000000000e+06,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.000489000000000000e+07,1.000489100000000000e+07,1.000489200000000000e+07,1.000489300000000000e+07,1.000489400000000000e+07,1.000489500000000000e+07,1.000489600000000000e+07,1.000489700000000000e+07,1.000489800000000000e+07,1.000489900000000000e+07,1.000490000000000000e+07,1.000490100000000000e+07,1.000490200000000000e+07,1.000490300000000000e+07,1.000490400000000000e+07,1.000490500000000000e+07,1.000490600000000000e+07,1.000490700000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.001208800000000000e+07,1.001208900000000000e+07,1.001209000000000000e+07,1.001209100000000000e+07,1.001209200000000000e+07,1.001209300000000000e+07,1.001209400000000000e+07,1.001209500000000000e+07,1.001209600000000000e+07,1.001209700000000000e+07,1.001209800000000000e+07,1.001209900000000000e+07,1.001210000000000000e+07,1.001210100000000000e+07,1.001210200000000000e+07,1.001210300000000000e+07,1.001210400000000000e+07,1.001210500000000000e+07,1.001210600000000000e+07,1.001210700000000000e+07,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.001928600000000000e+07,1.001928700000000000e+07,1.001928800000000000e+07,1.001928900000000000e+07,1.001929000000000000e+07,1.001929100000000000e+07,1.001929200000000000e+07,1.001929300000000000e+07,1.001929400000000000e+07,1.001929500000000000e+07,1.001929600000000000e+07,1.001929700000000000e+07,1.001929800000000000e+07,1.001929900000000000e+07,1.001930000000000000e+07,1.001930100000000000e+07,1.001930200000000000e+07,1.001930300000000000e+07,1.001930400000000000e+07,1.001930500000000000e+07,1.001930600000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.002648500000000000e+07,1.002648600000000000e+07,1.002648700000000000e+07,1.002648800000000000e+07,1.002648900000000000e+07,1.002649000000000000e+07,1.002649100000000000e+07,1.002649200000000000e+07,1.002649300000000000e+07,1.002649400000000000e+07,1.002649500000000000e+07,1.002649600000000000e+07,1.002649700000000000e+07,1.002649800000000000e+07,1.002649900000000000e+07,1.002650000000000000e+07,1.002650100000000000e+07,1.002650200000000000e+07,1.002650300000000000e+07,1.002650400000000000e+07,1.002650500000000000e+07,1.002650600000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.003368300000000000e+07,1.003368400000000000e+07,1.003368500000000000e+07,1.003368600000000000e+07,1.003368700000000000e+07,1.003368800000000000e+07,1.003368900000000000e+07,1.003369000000000000e+07,1.003369100000000000e+07,1.003369200000000000e+07,1.003369300000000000e+07,1.003369400000000000e+07,1.003369500000000000e+07,1.003369600000000000e+07,1.003369700000000000e+07,1.003369800000000000e+07,1.003369900000000000e+07,1.003370000000000000e+07,1.003370100000000000e+07,1.003370200000000000e+07,1.003370300000000000e+07,1.003370400000000000e+07,1.003370500000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09,1.004088100000000000e+07,1.004088200000000000e+07,1.004088300000000000e+07,1.004088400000000000e+07,1.004088500000000000e+07,1.004088600000000000e+07,1.004088700000000000e+07,1.004088800000000000e+07,1.004088900000000000e+07,1.004089000000000000e+07,1.004089100000000000e+07,1.004089200000000000e+07,1.004089300000000000e+07,1.004089400000000000e+07,1.004089500000000000e+07,1.004089600000000000e+07,1.004089700000000000e+07,1.004089800000000000e+07,1.004089900000000000e+07,1.004090000000000000e+07,1.004090100000000000e+07,1.004090200000000000e+07,1.004090300000000000e+07,1.004090400000000000e+07,1.004090500000000000e+07,-2.147483648000000000e+09,-2.147483648000000000e+09,-2.147483648000000000e+09
